Run:Fill,LS,HLTpath,L1bit,HLTpresc,L1presc,Recorded(/ub),Effective(/ub)
190646:2486,92:92,HLT_Photon30_CaloIdVL_IsoL_v16,L1_SingleEG20,100,1,5157.78375646,51.5778375646
190646:2486,93:93,HLT_Photon30_CaloIdVL_IsoL_v16,L1_SingleEG20,100,1,5139.90006563,51.3990006563
190646:2486,94:94,HLT_Photon30_CaloIdVL_IsoL_v16,L1_SingleEG20,100,1,5150.32819169,51.5032819169
190646:2486,95:95,HLT_Photon30_CaloIdVL_IsoL_v16,L1_SingleEG20,100,1,5148.47262351,51.4847262351
190646:2486,96:96,HLT_Photon30_CaloIdVL_IsoL_v16,L1_SingleEG20,100,1,5148.31333221,51.4831333221
190646:2486,97:97,HLT_Photon30_CaloIdVL_IsoL_v16,L1_SingleEG20,100,1,5146.01245369,51.4601245369
190646:2486,98:98,HLT_Photon30_CaloIdVL_IsoL_v16,L1_SingleEG20,100,1,4923.19271408,49.2319271408
190646:2486,99:99,HLT_Photon30_CaloIdVL_IsoL_v16,L1_SingleEG20,100,1,4851.03627235,48.5103627235
190646:2486,100:100,HLT_Photon30_CaloIdVL_IsoL_v16,L1_SingleEG20,100,1,5122.55425045,51.2255425045
190646:2486,101:101,HLT_Photon30_CaloIdVL_IsoL_v16,L1_SingleEG20,100,1,5133.89625531,51.3389625531
190646:2486,102:102,HLT_Photon30_CaloIdVL_IsoL_v16,L1_SingleEG20,100,1,5128.30253763,51.2830253763
190646:2486,103:103,HLT_Photon30_CaloIdVL_IsoL_v16,L1_SingleEG20,100,1,4124.9160226,41.249160226
190646:2486,104:104,HLT_Photon30_CaloIdVL_IsoL_v16,L1_SingleEG20,100,1,5127.49491842,51.2749491842
190646:2486,105:105,HLT_Photon30_CaloIdVL_IsoL_v16,L1_SingleEG20,100,1,5113.48449354,51.1348449354
190646:2486,106:106,HLT_Photon30_CaloIdVL_IsoL_v16,L1_SingleEG20,100,1,4844.5070498,48.445070498
190646:2486,107:107,HLT_Photon30_CaloIdVL_IsoL_v16,L1_SingleEG20,100,1,5131.95875639,51.3195875639
190646:2486,108:108,HLT_Photon30_CaloIdVL_IsoL_v16,L1_SingleEG20,100,1,5132.60750349,51.3260750349
190646:2486,109:109,HLT_Photon30_CaloIdVL_IsoL_v16,L1_SingleEG20,100,1,5121.44692294,51.2144692294
190646:2486,110:110,HLT_Photon30_CaloIdVL_IsoL_v16,L1_SingleEG20,100,1,5128.59909629,51.2859909629
190646:2486,111:111,HLT_Photon30_CaloIdVL_IsoL_v16,L1_SingleEG20,100,1,5127.46743481,51.2746743481
190659:2488,33:33,HLT_Photon30_CaloIdVL_IsoL_v16,L1_SingleEG20,1000,1,20064.4994351,20.0644994351
190659:2488,34:34,HLT_Photon30_CaloIdVL_IsoL_v16,L1_SingleEG20,1000,1,21216.6469774,21.2166469774
190659:2488,35:35,HLT_Photon30_CaloIdVL_IsoL_v16,L1_SingleEG20,1000,1,19288.9457255,19.2889457255
190659:2488,36:36,HLT_Photon30_CaloIdVL_IsoL_v16,L1_SingleEG20,1000,1,21314.1162469,21.3141162469
190659:2488,37:37,HLT_Photon30_CaloIdVL_IsoL_v16,L1_SingleEG20,1000,1,21236.2470466,21.2362470466
190659:2488,38:38,HLT_Photon30_CaloIdVL_IsoL_v16,L1_SingleEG20,1000,1,21262.2518423,21.2622518423
190659:2488,39:39,HLT_Photon30_CaloIdVL_IsoL_v16,L1_SingleEG20,1000,1,21162.0436851,21.1620436851
190659:2488,40:40,HLT_Photon30_CaloIdVL_IsoL_v16,L1_SingleEG20,1000,1,20830.1421911,20.8301421911
