absEta_0_1-gold-Et_0_35	runNumber	196199	196356	0.9932	0.0002
absEta_0_1-gold-Et_35_43	runNumber	196199	196356	0.9924	0.0002
absEta_0_1-bad-Et_45_50	runNumber	196199	196356	0.9929	0.0002
absEta_0_1-bad-Et_0_33	runNumber	196199	196356	0.9957	0.0002
absEta_0_1-bad-Et_50_58	runNumber	196199	196356	0.9927	0.0002
absEta_0_1-bad-Et_58_10000	runNumber	196199	196356	0.9922	0.0003
absEta_0_1-bad-Et_33_39	runNumber	196199	196356	0.9950	0.0002
absEta_0_1-bad-Et_39_45	runNumber	196199	196356	0.9948	0.0002
absEta_0_1-gold-Et_50_55	runNumber	196357	198115	0.9898	0.0003
absEta_0_1-gold-Et_43_50	runNumber	196357	198115	0.9905	0.0002
absEta_0_1-gold-Et_55_10000	runNumber	196357	198115	0.9896	0.0002
absEta_0_1-gold-Et_0_35	runNumber	196357	198115	0.9927	0.0002
absEta_0_1-gold-Et_35_43	runNumber	196357	198115	0.9919	0.0002
absEta_0_1-bad-Et_45_50	runNumber	196357	198115	0.9923	0.0002
absEta_0_1-bad-Et_0_33	runNumber	196357	198115	0.9951	0.0002
absEta_0_1-bad-Et_50_58	runNumber	196357	198115	0.9921	0.0002
absEta_0_1-bad-Et_58_10000	runNumber	196357	198115	0.9916	0.0003
absEta_0_1-bad-Et_33_39	runNumber	196357	198115	0.9944	0.0002
absEta_0_1-bad-Et_39_45	runNumber	196357	198115	0.9942	0.0002
absEta_0_1-gold-Et_50_55	runNumber	198116	198940	0.9894	0.0003
absEta_0_1-gold-Et_43_50	runNumber	198116	198940	0.9901	0.0002
absEta_0_1-gold-Et_55_10000	runNumber	198116	198940	0.9892	0.0002
absEta_0_1-gold-Et_0_35	runNumber	198116	198940	0.9923	0.0002
absEta_0_1-gold-Et_35_43	runNumber	198116	198940	0.9915	0.0002
absEta_0_1-bad-Et_45_50	runNumber	198116	198940	0.9920	0.0002
absEta_0_1-bad-Et_0_33	runNumber	198116	198940	0.9948	0.0002
absEta_0_1-bad-Et_50_58	runNumber	198116	198940	0.9918	0.0002
absEta_0_1-bad-Et_58_10000	runNumber	198116	198940	0.9913	0.0003
absEta_0_1-bad-Et_33_39	runNumber	198116	198940	0.9941	0.0002
absEta_0_1-bad-Et_39_45	runNumber	198116	198940	0.9939	0.0002
absEta_0_1-gold-Et_50_55	runNumber	198941	199317	0.9896	0.0003
absEta_0_1-gold-Et_43_50	runNumber	198941	199317	0.9903	0.0002
absEta_0_1-gold-Et_55_10000	runNumber	198941	199317	0.9894	0.0002
absEta_0_1-gold-Et_0_35	runNumber	198941	199317	0.9925	0.0002
absEta_0_1-gold-Et_35_43	runNumber	198941	199317	0.9917	0.0002
absEta_0_1-bad-Et_45_50	runNumber	198941	199317	0.9922	0.0002
absEta_0_1-bad-Et_0_33	runNumber	198941	199317	0.9950	0.0002
absEta_0_1-bad-Et_50_58	runNumber	198941	199317	0.9920	0.0002
absEta_0_1-bad-Et_58_10000	runNumber	198941	199317	0.9915	0.0003
absEta_0_1-bad-Et_33_39	runNumber	198941	199317	0.9943	0.0002
absEta_0_1-bad-Et_39_45	runNumber	198941	199317	0.9941	0.0002
absEta_0_1-gold-Et_50_55	runNumber	199318	199428	0.9893	0.0003
absEta_0_1-gold-Et_43_50	runNumber	199318	199428	0.9900	0.0002
absEta_0_1-gold-Et_55_10000	runNumber	199318	199428	0.9891	0.0002
absEta_0_1-gold-Et_0_35	runNumber	199318	199428	0.9922	0.0002
absEta_0_1-gold-Et_35_43	runNumber	199318	199428	0.9914	0.0002
absEta_0_1-bad-Et_45_50	runNumber	199318	199428	0.9918	0.0002
absEta_0_1-bad-Et_0_33	runNumber	199318	199428	0.9946	0.0002
absEta_0_1-bad-Et_50_58	runNumber	199318	199428	0.9916	0.0002
absEta_0_1-bad-Et_58_10000	runNumber	199318	199428	0.9911	0.0003
absEta_0_1-bad-Et_33_39	runNumber	199318	199428	0.9939	0.0002
absEta_0_1-bad-Et_39_45	runNumber	199318	199428	0.9937	0.0002
absEta_0_1-gold-Et_50_55	runNumber	199429	199697	0.9896	0.0003
absEta_0_1-gold-Et_43_50	runNumber	199429	199697	0.9903	0.0002
absEta_0_1-gold-Et_55_10000	runNumber	199429	199697	0.9894	0.0002
absEta_0_1-gold-Et_0_35	runNumber	199429	199697	0.9925	0.0002
absEta_0_1-gold-Et_35_43	runNumber	199429	199697	0.9917	0.0002
absEta_0_1-bad-Et_45_50	runNumber	199429	199697	0.9921	0.0002
absEta_0_1-bad-Et_0_33	runNumber	199429	199697	0.9949	0.0002
absEta_0_1-bad-Et_50_58	runNumber	199429	199697	0.9919	0.0002
absEta_0_1-bad-Et_58_10000	runNumber	199429	199697	0.9914	0.0003
absEta_0_1-bad-Et_33_39	runNumber	199429	199697	0.9942	0.0002
absEta_0_1-bad-Et_39_45	runNumber	199429	199697	0.9940	0.0002
absEta_0_1-gold-Et_50_55	runNumber	199698	199832	0.9899	0.0003
absEta_0_1-gold-Et_43_50	runNumber	199698	199832	0.9906	0.0002
absEta_0_1-gold-Et_55_10000	runNumber	199698	199832	0.9897	0.0002
absEta_0_1-gold-Et_0_35	runNumber	199698	199832	0.9928	0.0002
absEta_0_1-gold-Et_35_43	runNumber	199698	199832	0.9920	0.0002
absEta_0_1-bad-Et_45_50	runNumber	199698	199832	0.9924	0.0002
absEta_0_1-bad-Et_0_33	runNumber	199698	199832	0.9952	0.0002
absEta_0_1-bad-Et_50_58	runNumber	199698	199832	0.9922	0.0002
absEta_0_1-bad-Et_58_10000	runNumber	199698	199832	0.9917	0.0003
absEta_0_1-bad-Et_33_39	runNumber	199698	199832	0.9945	0.0002
absEta_0_1-bad-Et_39_45	runNumber	199698	199832	0.9943	0.0002
absEta_0_1-gold-Et_50_55	runNumber	199833	199960	0.9900	0.0003
absEta_0_1-gold-Et_43_50	runNumber	199833	199960	0.9907	0.0002
absEta_0_1-gold-Et_55_10000	runNumber	199833	199960	0.9898	0.0002
absEta_0_1-gold-Et_0_35	runNumber	199833	199960	0.9929	0.0002
absEta_0_1-gold-Et_35_43	runNumber	199833	199960	0.9921	0.0002
absEta_0_1-bad-Et_45_50	runNumber	199833	199960	0.9926	0.0002
absEta_0_1-bad-Et_0_33	runNumber	199833	199960	0.9954	0.0002
absEta_0_1-bad-Et_50_58	runNumber	199833	199960	0.9924	0.0002
absEta_0_1-bad-Et_58_10000	runNumber	199833	199960	0.9919	0.0003
absEta_0_1-bad-Et_33_39	runNumber	199833	199960	0.9947	0.0002
absEta_0_1-bad-Et_39_45	runNumber	199833	199960	0.9945	0.0002
absEta_0_1-gold-Et_50_55	runNumber	199961	200151	0.9902	0.0003
absEta_0_1-gold-Et_43_50	runNumber	199961	200151	0.9909	0.0002
absEta_0_1-gold-Et_55_10000	runNumber	199961	200151	0.9900	0.0002
absEta_0_1-gold-Et_0_35	runNumber	199961	200151	0.9931	0.0002
absEta_0_1-gold-Et_35_43	runNumber	199961	200151	0.9923	0.0002
absEta_0_1-bad-Et_45_50	runNumber	199961	200151	0.9928	0.0002
absEta_0_1-bad-Et_0_33	runNumber	199961	200151	0.9956	0.0002
absEta_0_1-bad-Et_50_58	runNumber	199961	200151	0.9926	0.0002
absEta_0_1-bad-Et_58_10000	runNumber	199961	200151	0.9921	0.0003
absEta_0_1-bad-Et_33_39	runNumber	199961	200151	0.9949	0.0002
absEta_0_1-bad-Et_39_45	runNumber	199961	200151	0.9947	0.0002
absEta_0_1-gold-Et_50_55	runNumber	200152	200490	0.9900	0.0003
absEta_0_1-gold-Et_43_50	runNumber	200152	200490	0.9907	0.0002
absEta_0_1-gold-Et_55_10000	runNumber	200152	200490	0.9898	0.0002
absEta_0_1-gold-Et_0_35	runNumber	200152	200490	0.9929	0.0002
absEta_0_1-gold-Et_35_43	runNumber	200152	200490	0.9921	0.0002
absEta_0_1-bad-Et_45_50	runNumber	200152	200490	0.9926	0.0002
absEta_0_1-bad-Et_0_33	runNumber	200152	200490	0.9954	0.0002
absEta_0_1-bad-Et_50_58	runNumber	200152	200490	0.9924	0.0002
absEta_0_1-bad-Et_58_10000	runNumber	200152	200490	0.9919	0.0003
absEta_0_1-bad-Et_33_39	runNumber	200152	200490	0.9947	0.0002
absEta_0_1-bad-Et_39_45	runNumber	200152	200490	0.9945	0.0002
absEta_0_1-gold-Et_50_55	runNumber	200491	200991	0.9908	0.0003
absEta_0_1-gold-Et_43_50	runNumber	200491	200991	0.9915	0.0002
absEta_0_1-gold-Et_55_10000	runNumber	200491	200991	0.9906	0.0002
absEta_0_1-gold-Et_0_35	runNumber	200491	200991	0.9937	0.0002
absEta_0_1-gold-Et_35_43	runNumber	200491	200991	0.9929	0.0002
absEta_0_1-bad-Et_45_50	runNumber	200491	200991	0.9933	0.0002
absEta_0_1-bad-Et_0_33	runNumber	200491	200991	0.9961	0.0002
absEta_0_1-bad-Et_50_58	runNumber	200491	200991	0.9931	0.0002
absEta_0_1-bad-Et_58_10000	runNumber	200491	200991	0.9926	0.0003
absEta_0_1-bad-Et_33_39	runNumber	200491	200991	0.9954	0.0002
absEta_0_1-bad-Et_39_45	runNumber	200491	200991	0.9952	0.0002
absEta_0_1-gold-Et_50_55	runNumber	200992	201201	0.9897	0.0003
absEta_0_1-gold-Et_43_50	runNumber	200992	201201	0.9904	0.0002
absEta_0_1-gold-Et_55_10000	runNumber	200992	201201	0.9895	0.0002
absEta_0_1-gold-Et_0_35	runNumber	200992	201201	0.9926	0.0002
absEta_0_1-gold-Et_35_43	runNumber	200992	201201	0.9918	0.0002
absEta_0_1-bad-Et_45_50	runNumber	200992	201201	0.9923	0.0002
absEta_0_1-bad-Et_0_33	runNumber	200992	201201	0.9951	0.0002
absEta_0_1-bad-Et_50_58	runNumber	200992	201201	0.9921	0.0002
absEta_0_1-bad-Et_58_10000	runNumber	200992	201201	0.9916	0.0003
absEta_0_1-bad-Et_33_39	runNumber	200992	201201	0.9944	0.0002
absEta_0_1-bad-Et_39_45	runNumber	200992	201201	0.9942	0.0002
absEta_0_1-gold-Et_50_55	runNumber	201202	201624	0.9904	0.0003
absEta_0_1-gold-Et_43_50	runNumber	201202	201624	0.9911	0.0002
absEta_0_1-gold-Et_55_10000	runNumber	201202	201624	0.9902	0.0002
absEta_0_1-gold-Et_0_35	runNumber	201202	201624	0.9933	0.0002
absEta_0_1-gold-Et_35_43	runNumber	201202	201624	0.9925	0.0002
absEta_0_1-bad-Et_45_50	runNumber	201202	201624	0.9929	0.0002
absEta_0_1-bad-Et_0_33	runNumber	201202	201624	0.9957	0.0002
absEta_0_1-bad-Et_50_58	runNumber	201202	201624	0.9927	0.0002
absEta_0_1-bad-Et_58_10000	runNumber	201202	201624	0.9922	0.0003
absEta_0_1-bad-Et_33_39	runNumber	201202	201624	0.9950	0.0002
absEta_0_1-bad-Et_39_45	runNumber	201202	201624	0.9948	0.0002
absEta_0_1-gold-Et_50_55	runNumber	201625	201707	0.9905	0.0003
absEta_0_1-gold-Et_43_50	runNumber	201625	201707	0.9912	0.0002
absEta_0_1-gold-Et_55_10000	runNumber	201625	201707	0.9903	0.0002
absEta_0_1-gold-Et_0_35	runNumber	201625	201707	0.9934	0.0002
absEta_0_1-gold-Et_35_43	runNumber	201625	201707	0.9926	0.0002
absEta_0_1-bad-Et_45_50	runNumber	201625	201707	0.9931	0.0002
absEta_0_1-bad-Et_0_33	runNumber	201625	201707	0.9959	0.0002
absEta_0_1-bad-Et_50_58	runNumber	201625	201707	0.9929	0.0002
absEta_0_1-bad-Et_58_10000	runNumber	201625	201707	0.9924	0.0003
absEta_0_1-bad-Et_33_39	runNumber	201625	201707	0.9952	0.0002
absEta_0_1-bad-Et_39_45	runNumber	201625	201707	0.9950	0.0002
absEta_0_1-gold-Et_50_55	runNumber	201708	202059	0.9905	0.0003
absEta_0_1-gold-Et_43_50	runNumber	201708	202059	0.9912	0.0002
absEta_0_1-gold-Et_55_10000	runNumber	201708	202059	0.9903	0.0002
absEta_0_1-gold-Et_0_35	runNumber	201708	202059	0.9934	0.0002
absEta_0_1-gold-Et_35_43	runNumber	201708	202059	0.9926	0.0002
absEta_0_1-bad-Et_45_50	runNumber	201708	202059	0.9930	0.0002
absEta_0_1-bad-Et_0_33	runNumber	201708	202059	0.9958	0.0002
absEta_0_1-bad-Et_50_58	runNumber	201708	202059	0.9928	0.0002
absEta_0_1-bad-Et_58_10000	runNumber	201708	202059	0.9923	0.0003
absEta_0_1-bad-Et_33_39	runNumber	201708	202059	0.9951	0.0002
absEta_0_1-bad-Et_39_45	runNumber	201708	202059	0.9949	0.0002
absEta_0_1-gold-Et_50_55	runNumber	202060	202204	0.9908	0.0003
absEta_0_1-gold-Et_43_50	runNumber	202060	202204	0.9915	0.0002
absEta_0_1-gold-Et_55_10000	runNumber	202060	202204	0.9906	0.0002
absEta_0_1-gold-Et_0_35	runNumber	202060	202204	0.9937	0.0002
absEta_0_1-gold-Et_35_43	runNumber	202060	202204	0.9929	0.0002
absEta_0_1-bad-Et_45_50	runNumber	202060	202204	0.9933	0.0002
absEta_0_1-bad-Et_0_33	runNumber	202060	202204	0.9961	0.0002
absEta_0_1-bad-Et_50_58	runNumber	202060	202204	0.9931	0.0002
absEta_0_1-bad-Et_58_10000	runNumber	202060	202204	0.9926	0.0003
absEta_0_1-bad-Et_33_39	runNumber	202060	202204	0.9954	0.0002
absEta_0_1-bad-Et_39_45	runNumber	202060	202204	0.9952	0.0002
absEta_0_1-gold-Et_50_55	runNumber	202205	202332	0.9911	0.0003
absEta_0_1-gold-Et_43_50	runNumber	202205	202332	0.9918	0.0002
absEta_0_1-gold-Et_55_10000	runNumber	202205	202332	0.9909	0.0002
absEta_0_1-gold-Et_0_35	runNumber	202205	202332	0.9940	0.0002
absEta_0_1-gold-Et_35_43	runNumber	202205	202332	0.9932	0.0002
absEta_0_1-bad-Et_45_50	runNumber	202205	202332	0.9937	0.0002
absEta_0_1-bad-Et_0_33	runNumber	202205	202332	0.9965	0.0002
absEta_0_1-bad-Et_50_58	runNumber	202205	202332	0.9935	0.0002
absEta_0_1-bad-Et_58_10000	runNumber	202205	202332	0.9930	0.0003
absEta_0_1-bad-Et_33_39	runNumber	202205	202332	0.9958	0.0002
absEta_0_1-bad-Et_39_45	runNumber	202205	202332	0.9956	0.0002
absEta_0_1-gold-Et_50_55	runNumber	202333	202972	0.9909	0.0003
absEta_0_1-gold-Et_43_50	runNumber	202333	202972	0.9916	0.0002
absEta_0_1-gold-Et_55_10000	runNumber	202333	202972	0.9907	0.0002
absEta_0_1-gold-Et_0_35	runNumber	202333	202972	0.9938	0.0002
absEta_0_1-gold-Et_35_43	runNumber	202333	202972	0.9930	0.0002
absEta_0_1-bad-Et_45_50	runNumber	202333	202972	0.9935	0.0002
absEta_0_1-bad-Et_0_33	runNumber	202333	202972	0.9963	0.0002
absEta_0_1-bad-Et_50_58	runNumber	202333	202972	0.9933	0.0002
absEta_0_1-bad-Et_58_10000	runNumber	202333	202972	0.9928	0.0003
absEta_0_1-bad-Et_33_39	runNumber	202333	202972	0.9956	0.0002
absEta_0_1-bad-Et_39_45	runNumber	202333	202972	0.9954	0.0002
absEta_0_1-gold-Et_50_55	runNumber	202973	203002	0.9905	0.0003
absEta_0_1-gold-Et_43_50	runNumber	202973	203002	0.9912	0.0002
